Country,Date,Product,AMI,MOSact,MOSproj,Order
Mozambique,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",7381.333333,4.62,,
Mozambique,10/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",2863.666667,5.75,,
Mozambique,10/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",9125,4.01,,
Mozambique,10/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",14103.33333,3.5,,
Mozambique,10/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4358.666667,2.44,,
Mozambique,10/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",2199.666667,3.25,,
Mozambique,10/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",14256.33333,2.53,,
Mozambique,10/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",4166.333333,2.11,,
Mozambique,10/31/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",0,,,
Mozambique,10/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets, 120 Caps",5882,9.14,,
Mozambique,10/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",568.6666667,36.46,,
Mozambique,10/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",817,13.59,,
Mozambique,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",118388.3333,3.5,,
Mozambique,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",24476.66667,10.93,,
Mozambique,10/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",93.33333333,46.11,,
Mozambique,10/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",50.33333333,85.93,,
Mozambique,10/31/2018,"Tenofovir DF 300 mg Tablet, 30 Tabs",24.66666667,64.5,,
Mozambique,10/31/2018,"Zidovudine 300 mg Tablet, 60 Tabs",241.6666667,21.27,,
Mozambique,11/30/2018,"Abacavir 300 mg, Tablet, 60 Tabs",1192,22.81,,
Mozambique,11/30/2018,"Abacavir 60 mg Scored Tablet, 60 Tabs",336.6666667,4.71,,
Mozambique,11/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",2710.666667,9.94,,
Mozambique,11/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",4350.666667,5.75,,
Mozambique,11/30/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",120.3333333,458.33,,
Mozambique,11/30/2018,"Darunavir 600 mg Tablet, 60 Tabs",68.33333333,47.8,,
Mozambique,11/30/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,0,,
Mozambique,11/30/2018,"Dolutegravir 50 mg, 30 Tabs",0,,,
Mozambique,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",317.6666667,15.48,,
Mozambique,11/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",29851.66667,2.8,,
Mozambique,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",693028.6667,3.52,,
Mozambique,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",7130,3.95,,
Mozambique,11/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",2828,5.06,,
Mozambique,11/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",9878.666667,12.5,,
Mozambique,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",13785.66667,2.68,,
Mozambique,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4274.666667,1.39,,
Mozambique,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",2428.666667,1.86,,
Mozambique,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",13795.66667,0.98,,
Mozambique,11/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",4261.666667,1.24,,
Mozambique,11/30/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",168.3333333,66.49,,
Mozambique,11/30/2018,"Lopinavir/ritonavir 40/10 mg Pellets, 120 Caps",7259.666667,9.14,,
Mozambique,11/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",600.6666667,33.47,,
Mozambique,11/30/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",5402.666667,2.17,,
Mozambique,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",109001.3333,3.17,,
Mozambique,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",22029,11.31,,
Mozambique,11/30/2018,"Raltegravir 400 mg Tablet, 60 Tabs",140.6666667,29.27,,
Mozambique,11/30/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",87.33333333,47.66,,
Mozambique,11/30/2018,"Tenofovir DF 300 mg Tablet, 30 Tabs",48,34.58,,
Mozambique,11/30/2018,"Zidovudine 300 mg Tablet, 60 Tabs",1036.333333,8.92,,
Mozambique,12/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",1418.666667,24,24,
Mozambique,12/31/2018,"Abacavir 60 mg Scored Tablet, 60 Tabs",287,5.23,5.23,
Mozambique,12/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",2887,8.6,8.6,
Mozambique,12/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",3839.333333,7.29,7.29,
Mozambique,12/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",4591,9.1,9.1,
Mozambique,12/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",57.66666667,56.1,56.1,
Mozambique,12/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,,,
Mozambique,12/31/2018,"Dolutegravir 50 mg, 30 Tabs",0,,,
Mozambique,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",313,14.86,14.86,
Mozambique,12/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",7823.333333,9.8,9.8,
Mozambique,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",779861.6667,4,4,
Mozambique,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",7268,4.41,4.41,
Mozambique,12/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",2773,4.29,4.29,
Mozambique,12/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",10532.33333,10.88,10.88,
Mozambique,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",14980.66667,1.85,1.85,
Mozambique,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4363,0.8,0.8,
Mozambique,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",2428.333333,3.5,3.5,
Mozambique,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",12767,0.56,0.56,
Mozambique,12/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",4551.333333,2.23,2.23,
Mozambique,12/31/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",0,,,
Mozambique,12/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets, 120 Caps",7434.333333,8.29,8.29,
Mozambique,12/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",673.3333333,28.44,28.44,
Mozambique,12/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",740.3333333,12.58,12.58,
Mozambique,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",122490.3333,1.75,1.75,
Mozambique,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",22612.33333,10.11,10.11,
Mozambique,12/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",130,31.75,31.75,
Mozambique,12/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",87.33333333,67.24,67.24,
Mozambique,12/31/2018,"Tenofovir DF 300 mg Tablet, 30 Tabs",56.33333333,22.21,22.21,
Mozambique,12/31/2018,"Zidovudine 300 mg Tablet, 60 Tabs",809,11.2,11.2,
Mozambique,1/31/2019,"Abacavir 300 mg, Tablet, 60 Tabs",1416.333333,,23.19,
Mozambique,1/31/2019,"Abacavir 60 mg Scored Tablet, 60 Tabs",317,,3.08,
Mozambique,1/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",3288,,8.43,
Mozambique,1/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",3684,,5.82,
Mozambique,1/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",9672.666667,,5.83,
Mozambique,1/31/2019,"Darunavir 600 mg Tablet, 60 Tabs",69.66666667,,44.97,
Mozambique,1/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",2718.333333,,107.33,
Mozambique,1/31/2019,"Dolutegravir 50 mg, 30 Tabs",1946,,26.74,
Mozambique,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",320.3333333,,12.52,
Mozambique,1/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",6902.333333,,13.21,
Mozambique,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",780095,,3.35,
Mozambique,1/31/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",0,,0,
Mozambique,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",7124.333333,,3.47,
Mozambique,1/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",2716.666667,,5.67,
Mozambique,1/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",9728.333333,,17.21,
Mozambique,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",13177,,1.17,
Mozambique,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4424.333333,,0.47,
Mozambique,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",2582,,2.53,
Mozambique,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",9632.666667,,0.43,
Mozambique,1/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",4163,,1.41,
Mozambique,1/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",0,,,
Mozambique,1/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets, 120 Caps",8724.666667,,6.1,
Mozambique,1/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",622.3333333,,30.15,
Mozambique,1/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",276.3333333,,32.75,
Mozambique,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",114572,,1.32,
Mozambique,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",20463.66667,,10.25,
Mozambique,1/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",136.6666667,,29.01,
Mozambique,1/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",91.33333333,,68.7,
Mozambique,1/31/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",48.66666667,,24.37,
Mozambique,1/31/2019,"Zidovudine 300 mg Tablet, 60 Tabs",139.3333333,,61.47,
Mozambique,2/28/2019,"Abacavir 300 mg, Tablet, 60 Tabs",1268,,25.11,
Mozambique,2/28/2019,"Abacavir 60 mg Scored Tablet, 60 Tabs",306,,2.25,
Mozambique,2/28/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",3353,,6.63,
Mozambique,2/28/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",4992.666667,,3.27,
Mozambique,2/28/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",12548.33333,,11.72,
Mozambique,2/28/2019,"Darunavir 600 mg Tablet, 60 Tabs",57.66666667,,52.73,
Mozambique,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",3632,,77.92,
Mozambique,2/28/2019,"Dolutegravir 50 mg, 30 Tabs",2780.666667,,16.29,
Mozambique,2/28/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",307.6666667,,11.91,
Mozambique,2/28/2019,"Efavirenz 600 mg Tablet, 30 Tabs",7483,,11.35,
Mozambique,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",796693.3333,,3.42,
Mozambique,2/28/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",0,,,
Mozambique,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",6658,,2.19,
Mozambique,2/28/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",2651,,4.41,
Mozambique,2/28/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",9650.333333,,16.02,
Mozambique,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",12742.66667,,0.56,
Mozambique,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",3245.333333,,0.13,
Mozambique,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",2393.666667,,1.29,
Mozambique,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",5572,,0.63,
Mozambique,2/28/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",3692.666667,,0.93,
Mozambique,2/28/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",0,,,
Mozambique,2/28/2019,"Lopinavir/ritonavir 40/10 mg Pellets, 120 Caps",6922,,6.37,
Mozambique,2/28/2019,"Nevirapine 200 mg Tablet, 60 Tabs",614.6666667,,29.68,
Mozambique,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",266.6666667,,32.78,
Mozambique,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",110374,,1.25,
Mozambique,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",19569,,8.95,
Mozambique,2/28/2019,"Raltegravir 400 mg Tablet, 60 Tabs",108.3333333,,34.91,
Mozambique,2/28/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",87.33333333,,69.27,
Mozambique,2/28/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",57,,19.44,
Mozambique,2/28/2019,"Zidovudine 10 mg/mL OS, 100 mL, bottle",0,,0,
Mozambique,2/28/2019,"Zidovudine 300 mg Tablet, 60 Tabs",118.3333333,,72.07,
Namibia,10/31/2018,3TC 10mg/ml 240ml,512,6.69,,
Namibia,10/31/2018,3TC 150mg tabs,3863,1.73,,
Namibia,10/31/2018,ABC 20mg/ml,39,3.46,,
Namibia,10/31/2018,ABC 300mg tabs,4416,3.3,,
Namibia,10/31/2018,ABC 60mg TABS,41,3.68,,
Namibia,10/31/2018,ABC/3TC [120/60mg] disp. tabs,4,0,,
Namibia,10/31/2018,ABC/3TC [60/30mg] tabs,3688,2.48,,
Namibia,10/31/2018,ATAZANAVIR 100MG CAPS,0,0,,
Namibia,10/31/2018,ATV 200mg Caps,158,21.8,,
Namibia,10/31/2018,ATV/r [300/100mg] tabs,4314,0,,
Namibia,10/31/2018,AZT 100mg caps,10,0,,
Namibia,10/31/2018,AZT 10mg/ml 240ml,410,0,,
Namibia,10/31/2018,AZT 300mg tabs,5542,0.82,,
Namibia,10/31/2018,AZT/3TC [300/150mg] tabs,3665,19.13,,
Namibia,10/31/2018,AZT/3TC [60/30mg] tabs,525,9.92,,
Namibia,10/31/2018,AZT/3TC/ABC [300/150/300mg] tabs,2076,0.01,,
Namibia,10/31/2018,AZT/3TC/NVP [300/150/200mg] tabs,7690,10.6,,
Namibia,10/31/2018,AZT/3TC/NVP [60/30/50mg] tabs,882,9,,
Namibia,10/31/2018,Determine HIV Test Kit,123,0.08,,
Namibia,10/31/2018,DRV 100mg/ml 200ml,0,0,,
Namibia,10/31/2018,DRV 600mg tabs,106,0.52,,
Namibia,10/31/2018,DTG 50mg tabs,85,22.58,,
Namibia,10/31/2018,EFV 200mg tabs,1153,3.72,,
Namibia,10/31/2018,EFV 600mg tabs,6491,7.12,,
Namibia,10/31/2018,ETV 100mg tabs,52,0,,
Namibia,10/31/2018,LPV/r [100/25mg] tabs,1662,7.47,,
Namibia,10/31/2018,LPV/r [200/50mg] tabs,5331,2.04,,
Namibia,10/31/2018,LPV/r [40/10mg] Pellets,0,0,,
Namibia,10/31/2018,LPV/r [80/20mg]/ml 60ml,518,4.5,,
Namibia,10/31/2018,NEVIRAPINE 50MG DISPERSIBLE TABLET,0,0,,
Namibia,10/31/2018,NVP 10mg/ml 240ml,7883,1.75,,
Namibia,10/31/2018,NVP 200mg tabs,5411,5.98,,
Namibia,10/31/2018,RAL 400mg tabs,54,0,,
Namibia,10/31/2018,RALTEGRAVIR 100MG CHEWABLE TABLET,0,0,,
Namibia,10/31/2018,RTV 100mg Caps/Tabs,405,0.41,,
Namibia,10/31/2018,RTV 25mg disp. tabs,0,0,,
Namibia,10/31/2018,STAT-PAK HIV 1/2 RAPID TEST KIT,19,0,,
Namibia,10/31/2018,SURE CHECK HIV 1/2 RAPID TEST KIT,994,0.03,,
Namibia,10/31/2018,TDF 300mg tabs,1988,0.53,,
Namibia,10/31/2018,TDF/3TC [300/300mg] tabs,11892,6.88,,
Namibia,10/31/2018,TDF/3TC/DTG [300/300/50] tabs,0,0,,
Namibia,10/31/2018,TDF/3TC/EFV [300/300/400]mg tabs,47107,6.5,,
Namibia,10/31/2018,TDF/FTC [300/200mg] tabs,5326,1.46,,
Namibia,10/31/2018,TDF/FTC/EFV [300/200/600mg] tabs,86657,0,,
Namibia,10/31/2018,Uni-Gold HIV Test Kit,69,25.58,,
Namibia,11/30/2018,3TC 10mg/ml 240ml,512,6.69,,
Namibia,11/30/2018,3TC 150mg tabs,3863,1.73,,
Namibia,11/30/2018,ABC 20mg/ml,39,3.46,,
Namibia,11/30/2018,ABC 300mg tabs,4416,3.3,,
Namibia,11/30/2018,ABC 60mg TABS,41,3.68,,
Namibia,11/30/2018,ABC/3TC [120/60mg] disp. tabs,4,0,,
Namibia,11/30/2018,ABC/3TC [60/30mg] tabs,3688,2.48,,
Namibia,11/30/2018,ATAZANAVIR 100MG CAPS,0,0,,
Namibia,11/30/2018,ATV 200mg Caps,158,21.8,,
Namibia,11/30/2018,ATV/r [300/100mg] tabs,4314,0,,
Namibia,11/30/2018,AZT 100mg caps,10,0,,
Namibia,11/30/2018,AZT 10mg/ml 240ml,410,0,,
Namibia,11/30/2018,AZT 300mg tabs,5542,0.82,,
Namibia,11/30/2018,AZT/3TC [300/150mg] tabs,3665,19.13,,
Namibia,11/30/2018,AZT/3TC [60/30mg] tabs,525,9.92,,
Namibia,11/30/2018,AZT/3TC/ABC [300/150/300mg] tabs,2076,0.01,,
Namibia,11/30/2018,AZT/3TC/NVP [300/150/200mg] tabs,7690,10.6,,
Namibia,11/30/2018,AZT/3TC/NVP [60/30/50mg] tabs,882,9,,
Namibia,11/30/2018,Determine HIV Test Kit,123,0.08,,
Namibia,11/30/2018,DRV 100mg/ml 200ml,0,0,,
Namibia,11/30/2018,DRV 600mg tabs,106,0.52,,
Namibia,11/30/2018,DTG 50mg tabs,85,22.58,,
Namibia,11/30/2018,EFV 200mg tabs,1153,3.72,,
Namibia,11/30/2018,EFV 600mg tabs,6491,7.12,,
Namibia,11/30/2018,ETV 100mg tabs,52,0,,
Namibia,11/30/2018,LPV/r [100/25mg] tabs,1662,7.47,,
Namibia,11/30/2018,LPV/r [200/50mg] tabs,5331,2.04,,
Namibia,11/30/2018,LPV/r [40/10mg] Pellets,0,0,,
Namibia,11/30/2018,LPV/r [80/20mg]/ml 60ml,518,4.5,,
Namibia,11/30/2018,NEVIRAPINE 50MG DISPERSIBLE TABLET,0,0,,
Namibia,11/30/2018,NVP 10mg/ml 240ml,7883,1.75,,
Namibia,11/30/2018,NVP 200mg tabs,5411,5.98,,
Namibia,11/30/2018,RAL 400mg tabs,54,0,,
Namibia,11/30/2018,RALTEGRAVIR 100MG CHEWABLE TABLET,0,0,,
Namibia,11/30/2018,RTV 100mg Caps/Tabs,405,0.41,,
Namibia,11/30/2018,RTV 25mg disp. tabs,0,0,,
Namibia,11/30/2018,STAT-PAK HIV 1/2 RAPID TEST KIT,19,0,,
Namibia,11/30/2018,SURE CHECK HIV 1/2 RAPID TEST KIT,994,0.03,,
Namibia,11/30/2018,TDF 300mg tabs,1988,0.53,,
Namibia,11/30/2018,TDF/3TC [300/300mg] tabs,11892,6.88,,
Namibia,11/30/2018,TDF/3TC/DTG [300/300/50] tabs,0,0,,
Namibia,11/30/2018,TDF/3TC/EFV [300/300/400]mg tabs,47107,6.5,,
Namibia,11/30/2018,TDF/FTC [300/200mg] tabs,5326,1.46,,
Namibia,11/30/2018,TDF/FTC/EFV [300/200/600mg] tabs,86657,0,,
Namibia,11/30/2018,Uni-Gold HIV Test Kit,69,25.58,,
Namibia,12/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",5509,0,0,
Namibia,12/31/2018,"Abacavir 60 mg Dispersible Tablet, 60 Tabs",59.66666667,1.44,1.44,
Namibia,12/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4664,3.65,3.65,
Namibia,12/31/2018,"Abacavir/Lamivudine/Zidovudine 300/150/300 mg Tablet, 60 Tabs",2288.333333,0,0,
Namibia,12/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",5141.666667,6.18,6.18,
Namibia,12/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",99.66666667,9.78,9.78,
Namibia,12/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",81,19.42,19.42,
Namibia,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",3115,2.72,2.72,
Namibia,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",44883.33333,8.18,8.18,
Namibia,12/31/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",7416.666667,0.01,0.01,
Namibia,12/31/2018,"Etravirine 100 mg Tablet, 120 Tabs",48.66666667,3,3,
Namibia,12/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",88.33333333,2.66,2.66,
Namibia,12/31/2018,"HIV-1/2 Rapid Antibody Test (Colloidal Gold Device), 50 Tests",2168,0.75,0.75,
Namibia,12/31/2018,"HIV-1/2 Sure Check Rapid Test Kits, 25 Tests",0,0,0,
Namibia,12/31/2018,"Lamivudine 150 mg Tablet, 60 Tabs",4650,0.11,0.11,
Namibia,12/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",14492.66667,3.12,3.12,
Namibia,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",4479,12.39,12.39,
Namibia,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",576.3333333,3.19,3.19,
Namibia,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",1863.333333,4.6,4.6,
Namibia,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",6334.333333,2.61,2.61,
Namibia,12/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",661.6666667,2.7,2.7,
Namibia,12/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",0,0,0,
Namibia,12/31/2018,"Nevirapine 10 mg/mL Suspension, 100 mL bottle",8504.666667,0.18,0.18,
Namibia,12/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",7080.666667,2.22,2.22,
Namibia,12/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,0,0,
Namibia,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",8326.333333,7.87,7.87,
Namibia,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1247.333333,11.57,11.57,
Namibia,12/31/2018,"Raltegravir 100 mg Tablet, 60 Tabs",0,0,0,
Namibia,12/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",25,0,0,
Namibia,12/31/2018,"Ritonavir 100 mg Tablet, 30 Tabs",504,0,0,
Namibia,12/31/2018,"Tenofovir DF 300 mg Tablet, 30 Tabs",2321,1.57,1.57,
Namibia,12/31/2018,"Zidovudine 10 mg/mL Solution, 100 mL bottle",466.6666667,0,0,
Namibia,12/31/2018,"Zidovudine 300 mg Tablet, 60 Tabs",4414.666667,0.04,0.04,
Namibia,1/15/2019,"Abacavir 300 mg, Tablet, 60 Tabs",3407.333333,,0,
Namibia,1/15/2019,"Abacavir 60 mg Dispersible Tablet, 60 Tabs",25.66666667,,3.35,
Namibia,1/15/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",9154.333333,,1.86,
Namibia,1/15/2019,"Abacavir/Lamivudine/Zidovudine 300/150/300 mg Tablet, 60 Tabs",708,,0,
Namibia,1/15/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",16109,,1.97,
Namibia,1/15/2019,"Darunavir 600 mg Tablet, 60 Tabs",300.3333333,,3.25,
Namibia,1/15/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",184.6666667,,8.52,
Namibia,1/15/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",3901,,2.17,
Namibia,1/15/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",175683,,2.09,
Namibia,1/15/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",4402.333333,,0.02,
Namibia,1/15/2019,"Etravirine 100 mg Tablet, 120 Tabs",97.66666667,,1.49,
Namibia,1/15/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",325,,0.72,
Namibia,1/15/2019,"HIV-1/2 Rapid Antibody Test (Colloidal Gold Device), 50 Tests",1239.333333,,1.3,
Namibia,1/15/2019,"HIV-1/2 Sure Check Rapid Test Kits, 25 Tests",11,,0,
Namibia,1/15/2019,"Lamivudine 150 mg Tablet, 60 Tabs",3011,,0.18,
Namibia,1/15/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",17328.66667,,2.61,
Namibia,1/15/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",5955.333333,,9.32,
Namibia,1/15/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",929.3333333,,1.98,
Namibia,1/15/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",1589,,5.39,
