Country,Date,Product,SOH,AMI,MOSact
Haiti,2/28/2019,"Efavirenz 50 mg Tablet, 30 Caps",0,24.66666667,15.36
Haiti,2/28/2019,"Efavirenz 600 mg Tablet, 30 Tabs",0,3565,35.5
Haiti,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,29544.33333,1.44
Haiti,2/28/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,2/28/2019,"Etravirine 100 mg Tablet, 120 Tabs",0,131,3.89
Haiti,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,693.3333333,4.88
Haiti,2/28/2019,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",0,663,3.88
Haiti,2/28/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,341,1.42
Haiti,2/28/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,74.33333333,5.03
Haiti,2/28/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,84.33333333,22.51
Haiti,2/28/2019,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",0,3740.666667,17.8
Haiti,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,4769.666667,50.85
Haiti,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,423.3333333,3.89
Haiti,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,403,1.53
Haiti,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,907.3333333,7.1
Haiti,2/28/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,153.3333333,2.19
Haiti,2/28/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,29.66666667,7.75
Haiti,2/28/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,163,20.15
Haiti,2/28/2019,"Nevirapine 200 mg Tablet, 60 Tabs",0,940.3333333,8.93
Haiti,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,226.3333333,6.55
Haiti,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,3303.333333,2
Haiti,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,585.3333333,10.31
Haiti,2/28/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,77,19.19
Haiti,3/31/2019,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,38.66666667,1.71
Haiti,3/31/2019,"Abacavir 300 mg, Tablet, 60 Tabs",0,172,84.72
Haiti,3/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,1137,7.06
Haiti,3/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,400.3333333,49.24
Haiti,3/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,3391.666667,10.23
Haiti,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",0,144.6666667,44.54
Haiti,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,12357.33333,27.14
Haiti,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,121,27.33
Haiti,3/31/2019,"Efavirenz 30 mg/mL Suspension, 180mL",0,5.333333333,48.38
Haiti,3/31/2019,"Efavirenz 50 mg Tablet, 30 Caps",0,24.33333333,10.97
Haiti,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",0,3371.666667,36.69
Haiti,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,29296.66667,1.04
Haiti,3/31/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,3/31/2019,"Etravirine 100 mg Tablet, 120 Tabs",0,139.3333333,2.64
Haiti,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,693.3333333,2.91
Haiti,3/31/2019,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",0,663,2.47
Haiti,3/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,341,3.35
Haiti,3/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,85.33333333,2
Haiti,3/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,94.66666667,19.24
Haiti,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,3949.333333,15.2
Haiti,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,4389.333333,54.01
Haiti,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,409.6666667,2.95
Haiti,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,439,0
Haiti,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,936.3333333,5.23
Haiti,3/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,151,0.01
Haiti,3/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,113,13.17
Haiti,3/31/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,149.6666667,6.09
Haiti,3/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",0,862.6666667,9.25
Haiti,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,267.3333333,4.69
Haiti,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,3153.333333,1.04
Haiti,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,630.3333333,8.81
Haiti,3/31/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,79.66666667,29.92
Lesotho,8/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,4280.666667,8.43
Lesotho,8/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,6859.333333,14.91
Lesotho,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,4543,5.26
Lesotho,8/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,18679.66667,7.98
Lesotho,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,133344.3333,1.73
Lesotho,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,96663.66667,2.83
Lesotho,8/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,14275.33333,2.31
Lesotho,8/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,12169.66667,7.77
Lesotho,8/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,16070,6.62
Lesotho,8/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1708.333333,10.67
Lesotho,8/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,2107.666667,3.61
Lesotho,8/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,3741.666667,9.46
Lesotho,8/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,777.3333333,5.74
Lesotho,8/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,8189.333333,8.03
Lesotho,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11981,3.18
Lesotho,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2402.333333,10.73
Lesotho,9/30/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,4404,7.45
Lesotho,9/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,6978.333333,13.22
Lesotho,9/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,4445.333333,9.99
Lesotho,9/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,18758,6.63
Lesotho,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,0,0
Lesotho,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,127907.3333,1.04
Lesotho,9/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,95783,10.01
Lesotho,9/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,16498.66667,5.51
Lesotho,9/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,12483.66667,5.73
Lesotho,9/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,16061.33333,7.08
Lesotho,9/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1625.333333,14.73
Lesotho,9/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,2159.666667,2.39
Lesotho,9/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,3395,8.66
Lesotho,9/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,779,6.72
Lesotho,9/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,8186.333333,8.27
Lesotho,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11995,1.72
Lesotho,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2358.666667,12.75
Lesotho,10/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,4384,9.61
Lesotho,10/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,6981.333333,12
Lesotho,10/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,4018,9.83
Lesotho,10/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,18818.33333,5.45
Lesotho,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,0,0
Lesotho,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,118187,0.79
Lesotho,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,970,8.87
Lesotho,10/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,705,5.87
Lesotho,10/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,12323.33333,6.63
Lesotho,10/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,16095.33333,5.88
Lesotho,10/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1567,14.52
Lesotho,10/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,2159,79.26
Lesotho,10/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,3731.666667,6.49
Lesotho,10/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,760,6.9
Lesotho,10/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,8058.666667,6.68
Lesotho,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11643,2.04
Lesotho,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2262,14.72
Lesotho,11/30/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,4526.333333,8.02
Lesotho,11/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,7137,10.59
Lesotho,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,3788,9.02
Lesotho,11/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,19187.66667,4.25
Lesotho,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,0,0
Lesotho,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,0,0
Lesotho,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,103846.3333,0.72
Lesotho,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,1091.666667,6.88
Lesotho,11/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,787,4.55
Lesotho,11/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,12460,5.89
Lesotho,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,16178,4.92
Lesotho,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1588.666667,23.46
Lesotho,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,1983,14.62
Lesotho,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,3879,13.38
Lesotho,11/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,822,6.15
Lesotho,11/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,8059,12.6
Lesotho,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11701.33333,0.99
Lesotho,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2251.333333,13.6
Lesotho,12/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,4574.666667,5.04
Lesotho,12/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,7289.666667,9.38
Lesotho,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,3811,7.85
Lesotho,12/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,19133.33333,4.14
Lesotho,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,21584.33333,5.81
Lesotho,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,18930.33333,16.02
Lesotho,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,68362,1.03
Lesotho,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,1154,5.3
Lesotho,12/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,882.3333333,1.93
Lesotho,12/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,12279,6.23
Lesotho,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,15916.66667,7.31
Lesotho,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1568.333333,21.46
Lesotho,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,2121.666667,24.84
Lesotho,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,4070,10.43
Lesotho,12/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,159.6666667,16.67
Lesotho,12/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,8202.333333,9.87
Lesotho,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11675,5.61
Lesotho,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2227.333333,11.6
Lesotho,1/31/2019,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",0,0,0
Lesotho,1/31/2019,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,4785.666667,4.4
Lesotho,1/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,7523.333333,11.51
Lesotho,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,3740,15.56
Lesotho,1/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",0,19317,8.51
Lesotho,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,42119.66667,2.3
Lesotho,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,40534,13.29
Lesotho,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,38157,2.12
Lesotho,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,1169.333333,3.51
Lesotho,1/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,948.6666667,1.09
Lesotho,1/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,12223.66667,5.96
Lesotho,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,15830,8.36
Lesotho,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1536.333333,21.54
Lesotho,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,1892.666667,24.64
Lesotho,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,4254.666667,9.22
Lesotho,1/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,160.3333333,14.88
Lesotho,1/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",0,8394.333333,8.93
Lesotho,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11640,10.61
Lesotho,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2165.666667,11.81
Lesotho,2/28/2019,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",0,0,0
Lesotho,2/28/2019,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,4751.333333,2.25
Lesotho,2/28/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,7524.333333,10.26
Lesotho,2/28/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,3603.666667,13.57
Lesotho,2/28/2019,"Efavirenz 600 mg Tablet, 30 Tabs",0,18963.33333,7.11
Lesotho,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,59958,0.89
Lesotho,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,62875,11.87
Lesotho,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,13463,3.11
Lesotho,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,1006.333333,2.73
Lesotho,2/28/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,812,1.21
Lesotho,2/28/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,11669.66667,4.38
Lesotho,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,15379.33333,6.31
Lesotho,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1454.666667,20.77
Lesotho,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,1896.666667,21.56
Lesotho,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,4149,7.7
Lesotho,2/28/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,0
Lesotho,2/28/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,150,13.25
Lesotho,2/28/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",0,978,4.06
Lesotho,2/28/2019,"Nevirapine 200 mg Tablet, 60 Tabs",0,8246,7.81
Lesotho,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11407.66667,9.37
Lesotho,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2056.666667,10.18
Lesotho,3/31/2019,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",0,0,0
Lesotho,3/31/2019,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",0,5001,1.37
Lesotho,3/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,7535.333333,9.18
Lesotho,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,3752.666667,12.04
Lesotho,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",0,19262.33333,6.08
Lesotho,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,74974,11.29
Lesotho,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,53154.33333,0.67
Lesotho,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,11647,2.31
Lesotho,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,925.3333333,10.68
Lesotho,3/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,656.3333333,2.96
Lesotho,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",0,11858.66667,3.27
Lesotho,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,15664,5.25
Lesotho,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,1647.333333,18.04
Lesotho,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,1583,26.15
Lesotho,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,4327.333333,6.7
Lesotho,3/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,0,0
Lesotho,3/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,162,11.23
Lesotho,3/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",0,1053.333333,3.08
Lesotho,3/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",0,8029.666667,7.06
Lesotho,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,11196.33333,8.48
Lesotho,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,2089.666667,8.94
Mozambique,7/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",21045,1649.666667,12.76
Mozambique,7/31/2018,"Abacavir 60 mg Scored Tablet, 60 Tabs",2468,338.6666667,7.29
Mozambique,7/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",23954,2379.666667,10.07
Mozambique,7/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",21663,4095,5.29
Mozambique,7/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",1442,43,33.53
Mozambique,7/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",2139,77.33333333,27.66
Mozambique,7/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,0,0
Mozambique,7/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",4532,289.3333333,15.66
Mozambique,7/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",71935,6629.666667,10.85
Mozambique,7/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",2667404,773169.6667,3.45
Mozambique,7/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",34660,7798.333333,4.44
Mozambique,7/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",22489,3366,6.68
Mozambique,7/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",39141,8326.666667,4.7
Mozambique,7/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",50777,10547,4.81
Mozambique,7/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",13567,4330.666667,3.13
Mozambique,7/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",7205,1786.333333,4.03
Mozambique,7/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",35788,13451,2.66
Mozambique,7/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",15286,3002.666667,5.09
Mozambique,7/31/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",14416,4872,2.96
Mozambique,7/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",23603,720.6666667,32.75
Mozambique,7/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",11248,351,32.05
Mozambique,7/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",695229,125729.3333,5.53
Mozambique,7/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",131232,21295,6.16
Mozambique,7/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",3536,118.3333333,29.88
Mozambique,7/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",2969,210,14.14
Mozambique,7/31/2018,"Tenofovir DF 300 mg Tablet, 30 Tabs",1708,17.33333333,98.54
Mozambique,7/31/2018,"Zidovudine 300 mg Tablet, 60 Tabs",5001,581.3333333,8.6
Mozambique,8/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",18370,1807,10.17
Mozambique,8/31/2018,"Abacavir 60 mg Scored Tablet, 60 Tabs",1710,370.3333333,4.62
Mozambique,8/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",20669,2308.333333,8.95
Mozambique,8/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",15317,4581.666667,3.34
Mozambique,8/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",1315,67.33333333,19.53
Mozambique,8/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",1924,116,16.59
Mozambique,8/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,0,0
Mozambique,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",4299,293.3333333,14.66
Mozambique,8/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",66784,6672.333333,10.01
Mozambique,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",2452523,819088.6667,2.99
Mozambique,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",26436,7736.666667,3.42
